date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:29:23	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Wed,%2003%20Jul%202019%2021:29:27%20GMT	http://albania.al/robots.txt		(from )
23:29:24	11220/11220	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:29:28%20GMT	http://albania.al/	C:/My%20Web%20Sites/albania/albania.al/index.html	(from )
23:29:24	84408/84408	---M--	200	added ('OK')	text/css	etag:%22149b8-541541cd7d79d%22	http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css	C:/My%20Web%20Sites/albania/albania.al/Assets/Cache/4f2a4ff2_1479204362.css	(from http://albania.al/)
23:29:24	485/485	---M--	200	added ('OK')	image/png	etag:%221e5-5404df9a508bf%22	http://albania.al/Images/Resized/73nfj4s85818e1bbd450e_16_16_S_100.png	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/73nfj4s85818e1bbd450e_16_16_S_100.png	(from http://albania.al/)
23:29:25	11996/11996	---M--	200	added ('OK')	image/png	etag:%222edc-5404e5d85a33f%22	http://albania.al/Images/Resized/73nfj4s85818e1bbd450e_152_152_S_100.png	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/73nfj4s85818e1bbd450e_152_152_S_100.png	(from http://albania.al/)
23:29:25	861/861	---M--	200	added ('OK')	image/png	etag:%2235d-5404df9a798ff%22	http://albania.al/Images/Resized/73nfj4s85818e1bbd450e_32_32_S_100.png	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/73nfj4s85818e1bbd450e_32_32_S_100.png	(from http://albania.al/)
23:29:25	1808/1808	---M--	200	added ('OK')	image/png	etag:%22710-5404df9a71bff%22	http://albania.al/Images/Resized/73nfj4s85818e1bbd450e_48_48_S_100.png	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/73nfj4s85818e1bbd450e_48_48_S_100.png	(from http://albania.al/)
23:29:25	1568/1568	---M--	200	added ('OK')	image/png	etag:%22620-5404df9a68f5f%22	http://albania.al/Images/Resized/73nfj4s85818e1bbd450e_64_64_S_100.png	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/73nfj4s85818e1bbd450e_64_64_S_100.png	(from http://albania.al/)
23:29:25	3086/3086	---M--	200	added ('OK')	image/png	etag:%22c0e-5404df9a5c43f%22	http://albania.al/Images/Resized/73nfj4s85818e1bbd450e_128_128_S_100.png	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/73nfj4s85818e1bbd450e_128_128_S_100.png	(from http://albania.al/)
23:29:25	8286/8286	---M--	200	added ('OK')	image/png	etag:%22205e-5405ea4efab7f%22	http://albania.al/Images/Resized/73nfj4s85818e1bbd450e_144_144_S_100.png	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/73nfj4s85818e1bbd450e_144_144_S_100.png	(from http://albania.al/)
23:29:26	2159/2159	---M--	200	added ('OK')	image/svg+xml	etag:%2286f-5404df96be7bf%22	http://albania.al/Assets/Gfx/logo_bright_noSlogan.svg	C:/My%20Web%20Sites/albania/albania.al/Assets/Gfx/logo_bright_noSlogan.svg	(from http://albania.al/)
23:29:26	6449/6449	---M--	200	added ('OK')	image/svg+xml	etag:%221931-55314a29751e3%22	http://albania.al/Assets/Gfx/logo_bright.svg	C:/My%20Web%20Sites/albania/albania.al/Assets/Gfx/logo_bright.svg	(from http://albania.al/)
23:29:27	104321/104321	---M--	200	added ('OK')	application/x-javascript	etag:%2219781-541541a33d11d%22	http://albania.al/Assets/Cache/ee9f3211_1478029745.js	C:/My%20Web%20Sites/albania/albania.al/Assets/Cache/ee9f3211_1478029745.js	(from http://albania.al/)
23:29:31	36652/36652	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:29:31%20GMT	http://albania.al/about/	C:/My%20Web%20Sites/albania/albania.al/about/index.html	(from http://albania.al/)
23:29:32	51005/51005	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:29:31%20GMT	http://albania.al/destinations/	C:/My%20Web%20Sites/albania/albania.al/destinations/index.html	(from http://albania.al/)
23:29:37	106870/106870	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:29:36%20GMT	http://albania.al/calendar/	C:/My%20Web%20Sites/albania/albania.al/calendar/index.html	(from http://albania.al/)
23:29:38	40210/40210	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:29:36%20GMT	http://albania.al/activities/	C:/My%20Web%20Sites/albania/albania.al/activities/index.html	(from http://albania.al/)
23:29:38	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-5404dfd8b245f%22	http://albania.al/Assets/Fonts/fontawesome-webfont.woff2	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/fontawesome-webfont.html	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:40	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-5404e9c045b1f%22	http://albania.al/Assets/Fonts/fontawesome-webfont.eot	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/fontawesome-webfont.eot	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:42	46570/46570	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:29:43%20GMT	http://albania.al/tours/	C:/My%20Web%20Sites/albania/albania.al/tours/index.html	(from http://albania.al/)
23:29:42	11934/11934	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:29:43%20GMT	http://albania.al/contact/	C:/My%20Web%20Sites/albania/albania.al/contact/index.html	(from http://albania.al/)
23:29:46	152796/152796	---M--	200	added ('OK')	text/html	etag:%22254dc-540510029e3bf%22	http://albania.al/Assets/Fonts/fontawesome-webfont.ttf	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/fontawesome-webfont-2.html	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:48	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%225f9c6-540513e54805f%22	http://albania.al/Assets/Fonts/fontawesome-webfont.svg	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/fontawesome-webfont.svg	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:48	15/15	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jul%202019%2021:29:52%20GMT	http://albania.al/Assets/Fonts/nilland-regular-webfont.woff2	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/nilland-regular-webfont.woff2	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:49	15/15	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jul%202019%2021:29:53%20GMT	http://albania.al/Assets/Fonts/nilland-regular-webfont.woff	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/nilland-regular-webfont.woff	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:49	15/15	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jul%202019%2021:29:53%20GMT	http://albania.al/Assets/Fonts/nilland-extrabold-webfont.woff2	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/nilland-extrabold-webfont.woff2	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:49	15/15	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jul%202019%2021:29:53%20GMT	http://albania.al/Assets/Fonts/nilland-extrabold-webfont.woff	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/nilland-extrabold-webfont.woff	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:58	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-5404e9c045b1f%22	http://albania.al/Assets/Fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/fontawesome-webfontd41d.eot	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:59	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%221612c-5404e7a03e35f%22	http://albania.al/Assets/Fonts/fontawesome-webfont.woff	C:/My%20Web%20Sites/albania/albania.al/Assets/Fonts/fontawesome-webfont.woff	(from http://albania.al/Assets/Cache/4f2a4ff2_1479204362.css)
23:29:59	60670/60670	---M--	200	added ('OK')	image/jpeg	etag:%22ecfe-57405c3f8cac4%22	http://albania.al/Images/Resized/9s959tvc580f431fac729_1200_630_C_60.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/9s959tvc580f431fac729_1200_630_C_60.jpg	(from http://albania.al/about/)
23:30:44	283244/283244	---M--	200	added ('OK')	image/jpeg	etag:%224526c-5740226ca8a24%22	http://albania.al/Images/Resized/9s959tvc580f431fac729_2400_1400_C_75.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/9s959tvc580f431fac729_2400_1400_C_75.jpg	(from http://albania.al/about/)
23:30:56	354574/354574	---M--	200	added ('OK')	image/jpeg	etag:%225690e-5404e121c475f%22	http://albania.al/Images/Resized/bstjlp5j5815f1abeb8db_2400_1400_C_75.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/bstjlp5j5815f1abeb8db_2400_1400_C_75.jpg	(from http://albania.al/about/)
23:30:57	356375/356375	---M--	200	added ('OK')	image/jpeg	etag:%2257017-5404f281b649f%22	http://albania.al/Images/Resized/cjl4ajyu5810e4dd76ca8_2400_1400_C_75.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/cjl4ajyu5810e4dd76ca8_2400_1400_C_75.jpg	(from http://albania.al/about/)
23:30:58	17837/17837	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:31:01%20GMT	http://albania.al/article/33/did_you_know/	C:/My%20Web%20Sites/albania/albania.al/article/33/did_you_know/index.html	(from http://albania.al/about/)
23:30:58	6465/6465	---M--	200	added ('OK')	image/jpeg	etag:%221941-58a0567f8d8ee%22	http://albania.al/Images/Resized/5cihkti45813559ddeaa3_600_600_C_60.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/5cihkti45813559ddeaa3_600_600_C_60.jpg	(from http://albania.al/about/)
23:30:59	18706/18706	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:31:03%20GMT	http://albania.al/article/18/information/	C:/My%20Web%20Sites/albania/albania.al/article/18/information/index.html	(from http://albania.al/about/)
23:31:00	6638/6638	---M--	200	added ('OK')	image/jpeg	etag:%2219ee-58a05c3f07cce%22	http://albania.al/Images/Resized/hm60sax45813559f5280b_600_600_C_60.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/hm60sax45813559f5280b_600_600_C_60.jpg	(from http://albania.al/about/)
23:31:01	29231/29231	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:31:04%20GMT	http://albania.al/article/21/traveling/	C:/My%20Web%20Sites/albania/albania.al/article/21/traveling/index.html	(from http://albania.al/about/)
23:31:01	6465/6465	---M--	200	added ('OK')	image/jpeg	etag:%221941-58a0590291dce%22	http://albania.al/Images/Resized/puy8b76m5813559e94ad4_600_600_C_60.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/puy8b76m5813559e94ad4_600_600_C_60.jpg	(from http://albania.al/about/)
23:31:03	33067/33067	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202019%2021:31:05%20GMT	http://albania.al/article/24/transport/	C:/My%20Web%20Sites/albania/albania.al/article/24/transport/index.html	(from http://albania.al/about/)
23:31:04	13758/13758	---M--	200	added ('OK')	image/jpeg	etag:%2235be-58883286a39ef%22	http://albania.al/Images/Resized/3n2jcs4n57a33904198c5_600_600_C_60.jpg	C:/My%20Web%20Sites/albania/albania.al/Images/Resized/3n2jcs4n57a33904198c5_600_600_C_60.jpg	(from http://albania.al/about/)
